2021-09-22T23:14:10.005+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Editor,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:11.018+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Editor,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:12.028+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Editor,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:13.043+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Project,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:14.057+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Project,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:15.070+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:15.546+09:00,Han Seung-min,Action,NewClass,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:16.084+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:17.090+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:18.092+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:19.106+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:20.107+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:21.112+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:22.124+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:23.138+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:24.141+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:25.144+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:26.146+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
2021-09-22T23:14:27.147+09:00,Han Seung-min,IdeState,Active,[2021-09-22] 3주차 과제,Popup,D:/1-Personal/대학교 프로그래밍 과제/21년 2학기 플랫폼-기반-프로그래밍 과제/[2021-09-22] 3주차 과제/src/ArrayEnum.java,,21,25,Default task
